,Species,Age,Length
3613,Trisopterus esmarkii,1,127.7853698
3614,Trisopterus esmarkii,2,165.0609756
3615,Trisopterus esmarkii,3,201
3616,Trisopterus esmarkii,4,220
3617,Trisopterus esmarkii,6,210
3618,Trisopterus esmarkii,1,116.6644606
3619,Trisopterus esmarkii,2,161.5636704
3620,Trisopterus esmarkii,3,182.5308642
3621,Trisopterus esmarkii,4,235
3622,Trisopterus esmarkii,1,112.2379032
3623,Trisopterus esmarkii,2,167.4825175
3624,Trisopterus esmarkii,3,192.9292929
3625,Trisopterus esmarkii,5,230
3626,Trisopterus esmarkii,1,116.2337662
3627,Trisopterus esmarkii,2,162.8467153
3628,Trisopterus esmarkii,3,200
3629,Trisopterus esmarkii,4,219.7674419
3630,Trisopterus esmarkii,5,240
3631,Trisopterus esmarkii,6,240
3632,Trisopterus esmarkii,1,118.5987261
3633,Trisopterus esmarkii,2,170.4081633
3634,Trisopterus esmarkii,3,205.1724138
3635,Trisopterus esmarkii,4,226.6666667
3636,Trisopterus esmarkii,5,232.5
3637,Trisopterus esmarkii,1,117.296
3638,Trisopterus esmarkii,2,163.3027523
3639,Trisopterus esmarkii,3,186.8965517
3640,Trisopterus esmarkii,4,221.6666667
3641,Trisopterus esmarkii,7,230
3642,Trisopterus esmarkii,1,112.0909091
3643,Trisopterus esmarkii,2,163.8444444
3644,Trisopterus esmarkii,3,194.6875
3645,Trisopterus esmarkii,4,210
3646,Trisopterus esmarkii,5,250
3647,Trisopterus esmarkii,1,118.0083857
3648,Trisopterus esmarkii,2,159.4270833
3649,Trisopterus esmarkii,3,189.6354167
3650,Trisopterus esmarkii,4,197.9166667
3651,Trisopterus esmarkii,5,210
3652,Trisopterus esmarkii,6,200
3653,Trisopterus esmarkii,7,220
3654,Trisopterus esmarkii,1,102.0344388
3655,Trisopterus esmarkii,2,148.7878788
3656,Trisopterus esmarkii,3,183.8636364
3657,Trisopterus esmarkii,4,200.4761905
3658,Trisopterus esmarkii,5,230
3659,Trisopterus esmarkii,6,230
3660,Trisopterus esmarkii,1,114.7075209
3661,Trisopterus esmarkii,2,162.8682171
3662,Trisopterus esmarkii,3,189.2307692
3663,Trisopterus esmarkii,4,204.6666667
3664,Trisopterus esmarkii,5,210
3665,Trisopterus esmarkii,1,114.8598131
3666,Trisopterus esmarkii,2,167.5
3667,Trisopterus esmarkii,3,187.9411765
3668,Trisopterus esmarkii,4,205.7894737
3669,Trisopterus esmarkii,5,207.5
3670,Trisopterus esmarkii,1,114.5748988
3671,Trisopterus esmarkii,2,156.9277108
3672,Trisopterus esmarkii,3,185.483871
3673,Trisopterus esmarkii,4,183.3333333
3674,Trisopterus esmarkii,5,180
3675,Trisopterus esmarkii,1,118.2743363
3676,Trisopterus esmarkii,2,151.3852814
3677,Trisopterus esmarkii,3,186.4705882
3678,Trisopterus esmarkii,4,204.2857143
3679,Trisopterus esmarkii,5,200
3680,Trisopterus esmarkii,7,200
3681,Trisopterus esmarkii,1,118.1759657
3682,Trisopterus esmarkii,2,160.6595745
3683,Trisopterus esmarkii,3,178.75
3684,Trisopterus esmarkii,4,194.2857143
3685,Trisopterus esmarkii,1,116.3538874
3686,Trisopterus esmarkii,2,142.5149701
3687,Trisopterus esmarkii,3,170.2072539
3688,Trisopterus esmarkii,4,175
3689,Trisopterus esmarkii,5,200
3691,Trisopterus esmarkii,1,116.9428571
3692,Trisopterus esmarkii,2,170.0828729
3693,Trisopterus esmarkii,3,195.3333333
3694,Trisopterus esmarkii,4,207.3333333
3695,Trisopterus esmarkii,1,120.3050847
3696,Trisopterus esmarkii,2,163.9316239
3697,Trisopterus esmarkii,3,195.4966887
3698,Trisopterus esmarkii,4,180
3699,Trisopterus esmarkii,5,196.6666667
3700,Trisopterus esmarkii,6,180
3701,Trisopterus esmarkii,1,119.1304348
3702,Trisopterus esmarkii,2,163.0584192
3703,Trisopterus esmarkii,3,192.3529412
3704,Trisopterus esmarkii,4,203.6363636
3705,Trisopterus esmarkii,5,200
3706,Trisopterus esmarkii,1,112.5301205
3707,Trisopterus esmarkii,2,158.3833718
3708,Trisopterus esmarkii,3,176.137931
3709,Trisopterus esmarkii,4,188.5714286
3710,Trisopterus esmarkii,5,193.3333333
3711,Trisopterus esmarkii,1,111.4316239
3712,Trisopterus esmarkii,2,154.4373673
3713,Trisopterus esmarkii,3,177.8861789
3714,Trisopterus esmarkii,4,202
3715,Trisopterus esmarkii,5,216.6666667
3716,Trisopterus esmarkii,1,109.0710383
3717,Trisopterus esmarkii,2,149.7342342
3718,Trisopterus esmarkii,3,176.7368421
3719,Trisopterus esmarkii,4,180
3720,Trisopterus esmarkii,1,111.5611814
3721,Trisopterus esmarkii,2,146.5225564
3722,Trisopterus esmarkii,3,168.0272109
3723,Trisopterus esmarkii,4,183.6666667
3724,Trisopterus esmarkii,5,180
3725,Trisopterus esmarkii,1,113.4528302
3726,Trisopterus esmarkii,2,158.8888889
3727,Trisopterus esmarkii,3,175.8389262
3728,Trisopterus esmarkii,4,205.5555556
3729,Trisopterus esmarkii,5,205
3730,Trisopterus esmarkii,1,112.7720126
3731,Trisopterus esmarkii,2,155.1564103
3732,Trisopterus esmarkii,3,188.362069
3733,Trisopterus esmarkii,4,189.375
3734,Trisopterus esmarkii,1,113.125
3735,Trisopterus esmarkii,2,155.4403409
3736,Trisopterus esmarkii,3,182.5263158
3737,Trisopterus esmarkii,4,188.5
3738,Trisopterus esmarkii,1,115.3307544
3739,Trisopterus esmarkii,2,155.2739274
3740,Trisopterus esmarkii,3,180.9940828
3741,Trisopterus esmarkii,4,193.3333333
3742,Trisopterus esmarkii,5,215
3743,Trisopterus esmarkii,1,114.5140187
3744,Trisopterus esmarkii,2,160.3280255
3745,Trisopterus esmarkii,3,183.6857143
3746,Trisopterus esmarkii,4,193.2307692
3747,Trisopterus esmarkii,5,210
3748,Trisopterus esmarkii,1,118.5353982
3749,Trisopterus esmarkii,2,159.8215768
3750,Trisopterus esmarkii,3,190.5
3751,Trisopterus esmarkii,4,199.5
3752,Trisopterus esmarkii,5,197.5
3753,Trisopterus esmarkii,6,240
3754,Trisopterus esmarkii,1,118.5157233
3755,Trisopterus esmarkii,2,163.9711191
3756,Trisopterus esmarkii,3,186.313253
3757,Trisopterus esmarkii,4,202.6
3758,Trisopterus esmarkii,5,200
3759,Trisopterus esmarkii,1,118.022869
3760,Trisopterus esmarkii,2,164.252381
3761,Trisopterus esmarkii,3,188.5862069
3762,Trisopterus esmarkii,4,203
3763,Trisopterus esmarkii,5,212
3764,Trisopterus esmarkii,1,114.5509804
3765,Trisopterus esmarkii,2,164.3134328
3766,Trisopterus esmarkii,3,188.5535714
3767,Trisopterus esmarkii,4,198.6470588
3768,Trisopterus esmarkii,5,210
3770,Trisopterus esmarkii,1,113.2787879
3771,Trisopterus esmarkii,2,161.7446154
3772,Trisopterus esmarkii,3,181.8145695
3773,Trisopterus esmarkii,4,193
3774,Trisopterus esmarkii,1,114.8193548
3775,Trisopterus esmarkii,2,159.9677419
3776,Trisopterus esmarkii,3,170.0555556
3777,Trisopterus esmarkii,4,189.5357143
3778,Trisopterus esmarkii,1,116.1560799
3779,Trisopterus esmarkii,2,170.2346939
3780,Trisopterus esmarkii,3,194.0135135
3781,Trisopterus esmarkii,4,191.6666667
3782,Trisopterus esmarkii,5,229.5
3783,Trisopterus esmarkii,1,114.4006024
3784,Trisopterus esmarkii,2,161.5844156
3785,Trisopterus esmarkii,3,188.4242424
3786,Trisopterus esmarkii,4,196.8
3787,Trisopterus esmarkii,5,196.6666667
3788,Trisopterus esmarkii,6,200
3789,Trisopterus esmarkii,1,115.6497326
3790,Trisopterus esmarkii,2,147.486631
3791,Trisopterus esmarkii,3,179.7112676
3792,Trisopterus esmarkii,4,211.8857143
3793,Trisopterus esmarkii,5,200
3794,Trisopterus esmarkii,6,220
3795,Trisopterus esmarkii,1,112.0708215
3796,Trisopterus esmarkii,2,167.2970588
3797,Trisopterus esmarkii,3,188.2894737
3798,Trisopterus esmarkii,4,195.7176471
3799,Trisopterus esmarkii,5,215.5
3800,Trisopterus esmarkii,6,210
3801,Trisopterus esmarkii,1,112.1325301
3802,Trisopterus esmarkii,2,156.5907258
3803,Trisopterus esmarkii,3,184.3108108
3804,Trisopterus esmarkii,4,196.9230769
3805,Trisopterus esmarkii,5,213.5714286
3806,Trisopterus esmarkii,1,109.7826087
3807,Trisopterus esmarkii,2,157.4022039
3808,Trisopterus esmarkii,3,188.2248521
3809,Trisopterus esmarkii,4,204.0909091
3810,Trisopterus esmarkii,5,202.5
3811,Trisopterus esmarkii,1,103.4702259
3812,Trisopterus esmarkii,2,152.5936255
3813,Trisopterus esmarkii,3,181.547619
3814,Trisopterus esmarkii,4,193.3076923
3815,Trisopterus esmarkii,1,109.5013441
3816,Trisopterus esmarkii,2,151.9347368
3817,Trisopterus esmarkii,3,179.1002865
3818,Trisopterus esmarkii,4,192.6666667
3819,Trisopterus esmarkii,1,103.2275862
3820,Trisopterus esmarkii,2,147.8081761
3821,Trisopterus esmarkii,3,176.5060241
3822,Trisopterus esmarkii,4,189.6818182
3823,Trisopterus esmarkii,5,185
3824,Trisopterus esmarkii,1,103.1286822
3825,Trisopterus esmarkii,2,152.872093
3826,Trisopterus esmarkii,3,180.6258993
3827,Trisopterus esmarkii,4,196.6666667
3828,Trisopterus esmarkii,5,210
3829,Trisopterus esmarkii,1,109.2596899
3830,Trisopterus esmarkii,2,156.6644592
3831,Trisopterus esmarkii,3,184.5042735
3832,Trisopterus esmarkii,4,188
3833,Trisopterus esmarkii,5,225
3834,Trisopterus esmarkii,1,108.0876437
3835,Trisopterus esmarkii,2,159.6864162
3836,Trisopterus esmarkii,3,181.475
3837,Trisopterus esmarkii,4,195.625
3838,Trisopterus esmarkii,5,200
